dataA,dataB
4565,20016
44904,20837
68608,26988
12273,26749
58054,22075
76626,21054
15134,27620
13596,21765
7652,26115
70705,22433
61561,26855
20807,25914
54407,29215
44691,21636
72964,28343
51644,27676
64764,29395
29946,26878
12024,20433
1148,25328
29872,24059
42073,29078
53576,28355
35878,22317
59058,25454
79606,25432
44555,21738
66295,21380
8608,20912
61839,23502
2071,28374
16471,21040
57721,20802
48541,25469
56479,24254
79944,29341
76478,26634
63956,28326
47228,21208
34563,29197
29868,20858
68491,28162
62107,25208
58250,26515
65872,26234
49562,19992
43095,24278
60753,25719
33434,23303
29288,21143
61802,27472
79951,27435
77713,20297
59986,22254
55263,26176
48413,25820
46267,27755
47766,24332
16598,23616
10692,28728
34276,27894
22458,22047
56405,26177
10319,28751
20160,27569
36916,26829
78711,28150
60532,20612
69315,25208
36853,25752
76800,26202
48938,22456
31903,20295
29098,21441
4931,28999
28866,26555
79153,27804
23589,29647
77123,28643
17393,21124
27501,20807
51525,26127
71822,24921
60815,21110
39338,28385
34046,27453
47564,23286
55250,22493
14680,21786
1897,26905
1138,27574
3752,29680
44863,25295
35683,20093
24499,24774
62009,29207
31727,26910
47026,29252
540,29793
38523,28441
75670,24971
50995,25960
73776,20860
43904,21584
71469,23716
16677,26172
20189,28101
19832,21481
16856,22131
64125,26701
21423,28910
33125,22895
30681,29135
43775,23786
5777,20305
72898,23821
33011,27541
53865,29892
25060,26254
22671,29263
6710,23080
44609,23758
75261,25227
41352,28307
70176,30133
43185,29928
9881,27439
60649,26965
17466,25453
54571,27153
39359,25326
48719,26694
34343,29384
21690,22459
644,28195
65551,29366
76509,24891
71331,26200
11782,20756
51660,26933
47987,29156
62280,25912
21448,26066
50552,24522
11642,25930
4371,26250
50928,28214
50046,23342
61222,22363
49971,20690
66089,22474
58731,25317
79268,20672
70041,27569
15340,23483
79531,20666
30384,23708
31865,20782
64431,27487
41920,25367
75020,24138
34221,29012
65575,21908
39008,29717
76327,27663
63627,29947
9149,28930
77709,28750
48466,25984
67425,25861
39174,25502
77626,21310
30910,21591
61728,27737
58874,25655
40238,27346
5800,23811
56129,30040
35280,20504
25414,22343
45409,20544
66541,29145
73056,27467
49382,21025
54042,22871
17389,20755
61079,27849
32590,22734
20611,27695
50423,25133
73683,27904
32031,21634
78707,20302
51344,29610
77912,21144
56811,24104
9363,29339
77651,26203
815,22630
14601,21446
67222,21836
29239,27903
58923,28877
55439,23197
9399,21760
8529,20648
64105,26656
68026,25333
44447,20445
2161,23270
71794,23784
38842,27097
69862,22163
64155,21011
37088,24234
19276,21145
58399,21517
26973,21827
14521,23616
43798,28942
742,23039
65062,27588
57494,26639
17145,29407
132,26911
24333,23848
65374,23216
52251,22301
6605,29758
73893,25552
42245,29803
26673,21288
44046,29499
19706,28372
73022,20529
45563,20953
63085,28713
79165,26875
44136,22325
77873,25193
41761,29828
62117,25789
25828,21971
26104,28017
25343,26465
29936,25865
56322,28827
66817,23991
46080,23700
48201,28439
23726,28926
60534,26377
7441,25663
13187,21551
36157,25409
69971,28550
9462,25022
9702,28248
56380,20473
13734,20746
66216,29763
66952,29892
68024,28002
21725,28879
26639,24228
44203,28143
47359,25790
73903,22542
63349,24617
48895,27710
24489,27328
70109,30387
28144,29442
16151,25239
24231,24342
60431,25489
54635,27038
78324,22737
46883,25398
28162,30301
72447,27088
8527,23882
36704,22587
65604,28661
34921,24989
53088,27551
1766,26769
966,25920
6852,21705
37475,23150
60355,26220
39579,21025
26581,28941
34556,23770
32150,25797
52612,22706
63588,27796
15256,27467
28788,21127
68767,28291
8357,24702
34676,27978
51048,28194
59918,30012
41539,29086
67995,22051
33271,21370
25928,25638
79445,20658
44957,26281
29300,21806
2011,23611
69366,26027
53891,23902
72244,21781
79250,30522
56010,20957
79145,28050
52394,22302
49831,28523
14072,20707
70113,24372
9916,25393
14172,25487
25886,23974
56233,27021
61269,27671
36432,21243
32468,23965
41413,28272
7950,29008
8683,24486
49737,22074
13466,23025
9334,23969
42020,20627
16916,20894
72832,24801
11215,22077
40003,21011
8531,26889
55808,23334
53985,24068
70947,22365
17712,26684
27617,21650
78817,28683
50090,23440
29227,29141
43152,30416
11116,21396
66082,25630
1146,30569
66242,26213
7065,30539
8978,23962
1840,29009
70382,27631
34209,20979
6081,22383
14931,21663
12292,29392
55403,22626
29098,23148
58574,28178
11308,26002
16062,29520
49596,28464
3312,26542
74044,20983
60172,25207
49786,22811
71347,23699
11042,25013
28189,24554
7079,29760
62154,26029
39245,22607
34113,22573
60477,20895
35327,28745
60237,29680
72813,25880
21059,28667
23421,21600
11005,22124
2831,21979
18378,29951
38547,25449
49291,22304
5938,21680
54823,26458
35544,27389
34380,29996
71689,25284
56953,21244
10978,25320
31939,24126
67344,29033
63461,27539
40827,24433
57976,29911
19892,29666
34874,27445
30765,30583
32379,29878
70650,22866
67923,22278
35342,21795
5076,24741
79825,22467
74890,29831
42970,30065
60531,23989
16968,27785
37377,20946
71486,25394
33910,25398
27515,30178
74340,26473
31302,23329
47233,27484
23541,22203
48074,29993
23341,26755
57151,26762
71468,26860
37327,27693
56431,30151
24408,21503
61180,24490
29957,30192
13238,30671
67820,23411
38789,23245
30072,26860
49319,22543
73783,25363
41607,28377
51919,29928
67063,25692
22784,26433
44510,25346
67578,24989
33824,29654
45229,28717
59715,25169
76524,30629
37416,23342
40860,20924
14651,22679
44226,22247
60830,27629
32175,24102
46043,27812
70885,29953
54976,26429
6090,23883
54852,26855
69924,25790
55127,24593
6451,30562
6288,21548
70563,30825
72433,29522
60962,23992
43340,26879
28076,27610
24012,28543
59432,24450
61116,23086
69486,29781
61871,26420
67472,27614
13264,30304
74500,21604
62427,21859
65736,24647
6015,27759
15918,24375
39631,21096
21929,29612
16342,22147
36674,27894
38112,22882
63768,29123
57700,27008
15674,28472
59358,22162
31471,29372
15508,29776
64475,22269
76249,25434
39162,26818
60474,22233
31211,30445
51545,29941
18619,28242
65475,27186
9131,23968
78784,28168
71321,25741
16985,22866
70265,23704
40497,28822
46895,22286
38104,30775
77785,29796
57052,22393
54823,27644
34546,29633
2290,22595
16881,26357
25719,30882
42563,25942
44377,24692
6804,25457
22954,28402
31249,28610
16161,26710
24252,26861
37770,27471
71253,24416
57705,21380
29845,23360
26661,25717
63570,30890
29429,28718
70189,29375
2424,23492
60214,21749
25467,26609
67567,28299
76697,30034
37392,25743
37228,22549
22466,27741
4650,25577
27184,21403
40480,29188
67083,22270
275,30087
41427,27184
45126,24030
29459,26367
3723,22170
22487,27761
56514,30860
78339,29606
15825,25408
68474,22962
25259,21856
46448,21905
72133,26402
47992,22263
19682,30644
49607,21143
20210,28526
11892,28381
19131,29536
70852,31033
35934,25489
70144,21502
42351,24686
69832,24518
17795,22577
58817,26214
30574,21232
29522,27123
54485,22937
6496,25740
65691,24713
12483,21992
14920,21889
32892,27707
44120,27315
36535,29371
34282,24429
70457,23489
23705,24288
6096,28794
72361,25400
71089,25092
18819,26000
40685,30746
75154,22646
51860,21932
35581,27175
53315,30103
47347,25594
3316,21992
48792,26417
51933,30010
30285,22421
69457,26386
68014,29811
7280,23928
20264,27878
26055,26319
59280,26329
43621,29748
4272,30991
6448,29971
58529,27007
25564,28148
52762,26593
67424,29586
29404,22776
30660,29931
24524,21980
22195,22328
69742,23980
29091,26282
40037,26312
75273,25221
72153,22271
2802,24197
72508,26045
11336,28336
45606,23191
7818,30524
48848,29214
8010,24847
72246,25763
19804,26868
52853,30104
29038,30796
75308,26011
34756,26844
16726,25981
12185,31205
24692,21799
62839,22174
9702,30026
40995,27652
64439,25518
57831,21813
35624,26082
63475,27140
12063,26933
74235,23250
56857,28290
55450,29734
8389,28353
55925,29780
24909,23779
79799,29445
32418,29142
19961,24980
3113,22938
52469,27484
61068,24298
9286,27301
40927,31125
35598,25202
30159,22945
74908,26359
6045,24782
51632,27741
53290,28337
24106,25887
76591,24066
9786,28903
70395,26825
20044,22851
37317,25315
64193,27451
13374,29772
22969,26499
8605,23339
10828,25454
65859,28497
63102,26734
39485,30293
74399,21950
54163,21597
76668,29155
61503,26478
35932,29466
59953,22859
39651,28133
64710,25672
63510,22229
42354,24147
79744,21855
19991,26135
9721,22145
48789,26914
55733,25960
62569,24933
64682,23942
46299,30535
46539,27680
18824,21522
48903,22386
22635,25558
61973,21863
23048,28511
6344,24002
17120,23386
46386,26872
45059,28122
17890,30550
5903,28618
29246,23428
54916,31158
79289,28872
6835,31236
6676,22639
22924,23341
5124,22748
33243,29425
62630,24013
28533,23623
41418,28569
31762,24512
603,24751
57609,25707
30909,26417
27397,25703
14874,29273
68661,28991
29559,24864
18350,25580
28678,25489
9890,22226
68436,29759
64384,22323
31845,29351
11742,22375
67355,24326
20833,24841
65493,25467
17707,29839
1138,28422
55904,27507
25768,25963
77749,25908
70486,23706
54191,27211
38868,24209
65870,25059
64273,21592
10352,26823
68422,23634
524,25113
30226,26287
24896,23342
38073,29425
71308,31307
43525,27641
12839,27292
57968,25237
22344,27442
74031,31459
34678,25667
15285,28257
42194,26154
29814,26571
7972,26190
59885,23469
34703,25835
66244,25966
56968,23869
46160,24251
66318,22962
73321,26292
49458,25129
23351,23784
59676,28558
73642,30904
25968,22905
43211,22179
36092,27405
50052,24637
408,30732
25647,31081
6632,29490
17235,22621
56859,29050
36805,25687
66575,28799
20086,31232
2555,25813
70411,31127
41811,27572
60218,30009
42851,27913
50031,22255
20734,25102
72748,28971
53672,30586
59089,25795
10102,29793
27916,22952
65854,28547
45005,27613
33056,27750
4767,28529
69652,26242
74980,24799
30514,27921
55960,27635
58664,21816
60825,30159
6018,30751
48940,27365
35527,29706
65335,25059
78880,28451
51271,23578
28874,25563
3462,22067
65795,23271
12352,29841
74455,21657
5691,25657
11045,28304
34279,24373
64364,22714
12064,28208
66636,21795
34912,21748
14004,22447
23957,30041
18795,29502
14354,25794
31022,26085
38676,25681
46141,22752
43717,30758
75080,25264
78895,25450
75937,23170
17699,21856
28909,24035
40474,28690
37977,23987
42464,28504
44271,28508
4036,30847
48351,26837
61500,22477
13705,27665
50188,24860
31661,30710
74484,24066
19776,28903
76526,23753
5452,26823
49225,29999
28168,26686
13747,26988
13765,30116
2138,27504
43036,21743
8101,24332
43509,28009
77226,22535
18264,24719
78037,25463
24204,27988
7420,28328
38995,25610
5383,29492
77434,24865
41795,24329
19221,22871
18284,27187
33229,31164
2472,29705
47987,22710
10397,22679
26018,30504
77870,25052
27369,25858
15059,25883
9507,27429
44903,23068
50912,24292
76545,22556
74188,31377
3290,29284
20394,24204
31978,26145
78026,31437
54106,30594
68639,28776
66080,27743
25316,31422
10351,21784
72041,27846
70566,24049
40537,24754
9607,31745
63833,28182
61775,24254
78315,30705
16703,29327
26062,26067
38919,26491
75911,27305
72681,23403
76770,27443
43107,22429
43309,26719
66414,31561
56646,22922
8726,28756
16264,22890
54244,25471
64619,25922
71676,28864
18036,22997
37107,24720
49543,23250
70569,22678
77446,23553
11743,26615
46338,25009
12265,29563
37188,22984
59654,27443
12222,21847
60290,22321
75691,23769
78100,28256
39942,24804
1507,22698
48519,25806
55800,25441
26639,27412
17437,27680
79554,27057
61473,23061
50811,28317
58210,28332
57984,22824
56962,29442
57961,25292
16605,30265
19275,29458
57160,29411
73057,27322
24067,30651
54279,28672
19766,25114
66451,27865
4730,30407
48812,29910
51321,27405
16332,28148
18411,27424
33745,23020
36158,24519
75867,27924
55525,31319
78005,30959
1649,27253
13229,22192
74060,31283
31977,30853
14216,27752
79152,27110
52877,22411
18219,25315
50125,29930
72640,28892
66034,26287
61174,23864
9458,28678
72084,24695
5437,31463
77387,22576
13757,26497
57525,26589
6688,29369
75190,29732
51683,22580
77885,24254
1323,24118
58576,24460
35783,26875
57858,29662
58534,31947
35746,29508
17516,22042
66185,31365
53934,24913
50315,23736
10008,31641
51327,24272
76423,22666
22410,23820
75066,25811
11665,29500
19929,27206
79153,30156
37783,22808
26677,27904
21541,22079
1715,29545
30748,27004
77616,31591
1545,26516
32067,31551
72661,26231
77240,23932
50342,25676
41414,23200
60399,22573
37114,27827
59834,25687
37095,27474
10578,31868
49832,32012
53151,25008
14007,28283
3522,31399
36441,27934
44490,30030
32559,27399
50725,26570
3658,27052
11564,29221
56225,26725
47564,30896
72531,24417
2337,24871
20482,31693
50872,26662
58405,31289
66335,25570
74700,31643
68241,30859
42031,30068
52504,27525
13866,31420
21580,28324
68718,31170
29932,28937
78892,28863
11450,23313
67800,22589
32749,30656
44020,29494
29947,22556
9233,23613
70203,25727
41946,28256
4310,25845
62090,30048
32827,23589
22448,30347
69436,25033
59904,30744
35517,31352
9569,30210
54455,29440
78358,24151
22802,29826
47174,30376
71770,23363
73468,29673
18869,29941
78822,28494
77870,27655
69239,25378
75126,24176
74276,30241
60805,24454
74101,31015
73528,23359
79112,32020
35113,27853
5397,31909
51775,29406
70540,24655
56143,29762
53914,23019
63261,30792
62930,23487
46217,30946
72807,28612
62001,28062
64416,30208
55937,23583
16747,23644
50159,28291
45701,27248
76666,32015
53569,22338
71664,25487
15929,29593
54500,29870
49258,23289
72398,25943
37297,31733
9434,22873
33193,24322
478,26178
2339,31529
66112,23188
47811,27383
79666,31394
37659,25238
35532,23487
55409,28642
15646,27736
75902,27441
41205,29498
78736,22711
25084,28760
22318,24631
13999,29161
26922,31011
47063,29021
12949,26921
20608,22473
37294,31482
50988,31989
30129,22311
5461,27997
35101,25297
35027,26071
39801,25679
67779,22750
18177,29825
57958,31575
59310,23433
68992,28311
17378,25561
47415,22767
54494,25654
76963,27099
9527,31970
72807,28700
74786,28390
6866,28410
36938,30585
43968,23627
2241,32055
25127,27442
35656,26531
1458,30827
47925,30738
70232,31681
77580,23987
73939,25445
41206,28286
26327,29598
29661,25206
62971,24716
66325,25360
70434,24621
2906,28554
7803,25155
43523,25131
79362,22489
22996,24484
15200,26317
